conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,daerah,label
"1,98E+18",Wed Oct 15 07:30:28 +0000 2025,0,@Radhemahwa Haan bhai tukkebaj guru 1 bje comment kr rha hu or result nhi aaya h kb tk tukke marta rhega hr baar shi nhi niklta.... RSSB me hi kr skta h pta ye RPSC h vha k staff ko b nhi pta kb kya hone wala h.... Isiliye ab mt marna tukka,"1,98E+18",,Radhemahwa,in,,0,0,0,https://x.com/undefined/status/1978362826075877755,"1,46E+18",,Kabupaten_Pamekasan,netral
"1,98E+18",Wed Oct 15 07:30:27 +0000 2025,0,Kayaknya kurang literasi nih bapak...maaf dia pernah baca peraturan mentri dalam pendidikan yang berlaku saat ini Permendikbud 64/2015 ?!?!? Makanya surat dalam alquran yang pertama turun adalah IQRA (Bacalah) !!!,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978362823076876433,"1,82E+18",,Kabupaten_Pamekasan,negatif
"1,98E+18",Wed Oct 15 07:30:26 +0000 2025,0,@San_chiloru @randomable_ Beda konteks kalo itu anak kandung lu terserah lu mau gimana ya walau ga bisa di benarkan juga paling kalo ke up orang orang baru bakal bersuara kalo udh kelewat batas. Yg jadi masalah itu ini kejadian di dunia pendidikan yg udah jelas ada aturan main disitu,"1,98E+18",,San_chiloru,in,,0,0,0,https://x.com/undefined/status/1978362819008450858,"7,53E+17",,Kabupaten_Pamekasan,netral
"1,98E+18",Wed Oct 15 07:30:26 +0000 2025,0,@OHMYV3NUS lagian ntr kualitas storiesny jd jele klo dipakein lagu tuu,"1,98E+18",,OHMYV3NUS,in,,0,0,0,https://x.com/undefined/status/1978362816189927880,"1,75E+18",,Kabupaten_Pamekasan,netral
"1,98E+18",Wed Oct 15 07:30:23 +0000 2025,0,@tanyarlfes Infonya 1 angkatan siap2 di blacklist HRD karena peraturan sekolah aja dilanggar di dukung apalagi tar pas kerja korup jamaah diem2 aja...,"1,98E+18",,tanyarlfes,in,,0,0,0,https://x.com/undefined/status/1978362805280469019,62212661,,Kabupaten_Pamekasan,negatif
"1,98E+18",Wed Oct 15 07:30:23 +0000 2025,0,Lantas kenapa mendukung kesalahan anak dan melaporkan ke pihak kepolisian? Menjadi Guru di zaman ini sangat sulit tantangannya berat bukan sekadar gaji kecil tapi juga harus menghadapi mental murid yang melempem dikit-dikit lapor! LEMAH!,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978362802852041183,"9,79E+17",,Kabupaten_Pamekasan,negatif
"1,98E+18",Wed Oct 15 07:30:22 +0000 2025,0,@HandiniMartina @Piyusaja2 Jobdesc berkurang deh buat mengajari akhlak perbaikan mutu dan peningkatan kualitas pelajar,"1,98E+18",,HandiniMartina,in,,0,0,0,https://x.com/undefined/status/1978362801123922369,"1,58E+18",,Kabupaten_Pamekasan,netral
"1,98E+18",Wed Oct 15 07:30:20 +0000 2025,0,LEMBAGA PEMASYARAKATAN KELAS IIB EMPAT LAWANG GELAR KEGIATAN BELAJAR MENGAJI DAN SHOLAT UNTUK WARGA BINAAN BERSAMA KEMENAG KABUPATEN EMPAT LAWANG #Kemenimipas #Ditjenpas #InfoImipas #LapasEmpatLawang #Lapelang #GuardandGuide #PemasyarakatanBerdampak https://t.co/TQSO35041q,"1,98E+18",https://pbs.twimg.com/media/G3SOeY3aUAABI3N.jpg,,in,,0,0,0,https://x.com/undefined/status/1978362792034853019,"1,28E+18",,Kabupaten_Pamekasan,positif
"1,98E+18",Wed Oct 15 07:30:16 +0000 2025,0,KPM: Pasang CCTV di 200 sekolah asrama dijangka siap Nov https://t.co/cPRSxp59S6,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978362775853580604,18714463,,Kabupaten_Pamekasan,netral
"1,98E+18",Wed Oct 15 07:30:14 +0000 2025,0,yg kyk sechaos dan serame itu kampus anjirr sumpah ka panas pula blm lg mnjual ka tp nda papa seru ji,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978362765619220867,"1,69E+18",,Kabupaten_Pamekasan,positif
"1,98E+18",Wed Oct 15 07:30:11 +0000 2025,0,Bersyukur banget bisa kenal seseorang sehebat jae dia belajar dengan sangat baik dari diri dia sebelumnya dan gue sendiri juga jadi banyak belajar dari dia. How beautiful u are,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978362753334083811,"1,74E+18",,Kabupaten_Pamekasan,positif
"1,98E+18",Wed Oct 15 07:30:10 +0000 2025,0,Bagus tulisannya tapi keknya dia gk ngikutin urutan guratannya. Gpp leo nanti kamu belajar sama anxin tapi kamu harus kuat mental kalo dibilang gk ada bakat,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978362751354356223,"9,45E+17",,Kabupaten_Pamekasan,netral
"1,98E+18",Wed Oct 15 07:30:10 +0000 2025,0,Cegah Tawuran Wujudkan Sekolah Aman! ‍️ Rabu 15 Oktober 2025 Bhabinkamtibmas Kel. Cempaka Putih Aipda Ari Cahyono melaksanakan kegiatan CETAR (Cegah Tawuran) di SMA Triguna Utama Ciputat Timur. https://t.co/68zG3Jc6ew,"1,98E+18",https://pbs.twimg.com/media/G3SObp_aYAAYYhl.jpg,,in,,0,0,0,https://x.com/undefined/status/1978362750347661521,"1,81E+18",,Kabupaten_Pamekasan,positif
"1,98E+18",Wed Oct 15 07:30:07 +0000 2025,0,Apaan? Pendidikan bagus tp jilatin pemrintah bobrok jd ikut bobrok. Mana waktu guru dikata beban dia diem aja.,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978362736519041443,"1,73E+18",,Kabupaten_Pamekasan,negatif
"1,98E+18",Wed Oct 15 07:30:06 +0000 2025,0,@Arthurl93163558 @zico_guru @Teeniiola Pls wats d difference between a 2007 Toyota Camry and a 2008 Toyota Camry ?,"1,98E+18",,Arthurl93163558,en,,0,0,0,https://x.com/undefined/status/1978362732341596195,"5,78E+08",,Kabupaten_Pamekasan,netral
"1,98E+18",Wed Oct 15 07:30:05 +0000 2025,1,YANG PASTI - PASTI SAJA Panas | Raila | OJOL Kamtibmas | PLEDIS PROTECT JUNHUI | Bank Saqu | Pesantren | Kepsek | Kopi Kenangan | PERTH LIVEHOUSE ONSTAGE | Kyai | SHEIN | Siswa | Tradisi | Guru | Islam #kodevip88 #tafsir303 #bosrisa #bosrisaa #BOIKOTTRANS7 #zonauang #VIRAL #FYP https://t.co/vPYdZ9Dbmt,"1,98E+18",https://pbs.twimg.com/media/G3SOO0tbkAAQglK.jpg,,in,,0,0,0,https://x.com/undefined/status/1978362727832691049,"1,93E+18",,Kabupaten_Pamekasan,netral
"1,98E+18",Wed Oct 15 07:30:04 +0000 2025,0,Kemenkum Jabar Perkuat Struktur Forum Pelajar Sadar Hukum (FPSH) Jawa Barat. Sebuah Rapat Kerja krusial digelar untuk membenahi manajemen dan menegaskan Duta FPSH sebagai Agen Pelajar Sadar Hukum di lingkungan sekolah. Simak selengkapnya: https://t.co/QkhSkwjgLO,"1,98E+18",https://pbs.twimg.com/media/G3SOZ8gbsAAZc4e.jpg,,in,,0,1,0,https://x.com/undefined/status/1978362726414942715,"1,18E+09",,Kabupaten_Pamekasan,positif
"1,98E+18",Wed Oct 15 07:30:02 +0000 2025,0,@abu_waras A kepala sekolah,"1,98E+18",,abu_waras,in,,0,0,0,https://x.com/undefined/status/1978362718668181883,"1,67E+18",,Kabupaten_Pamekasan,netral
"1,98E+18",Wed Oct 15 07:30:02 +0000 2025,0,@The_Bladesman @ground_guru Is he Stephen Quinn in disguise?,"1,98E+18",,The_Bladesman,en,,0,0,0,https://x.com/undefined/status/1978362716470288441,"8,38E+17",,Kabupaten_Pamekasan,netral
"1,98E+18",Wed Oct 15 07:30:00 +0000 2025,0,Multifinance Syariah Dorong Literasi Keuangan Syariah di Padangsidimpuan https://t.co/PVf1EBarc1,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978362708018774157,"2,81E+08",,Kabupaten_Pamekasan,positif
"1,98E+18",Wed Oct 15 07:30:00 +0000 2025,0,True devotion identifies the soul with the Guru. Pujya Tyagnishthdas Swami narrates how Bhagatji Maharaj s spiritual resolve and love for Gunatitanand Swami inspired him to respond instantly to the divine call of Gunatit. : https://t.co/8j6vdJqh1q @BAPSsatsang_HIN YouTube https://t.co/oVTdICRPa5,"1,98E+18",https://pbs.twimg.com/amplify_video_thumb/1977680468238565376/img/6SnvjmvBe1q1Ih9O.jpg,,en,,0,0,0,https://x.com/undefined/status/1978362707599667579,"1,93E+18",,Kabupaten_Pamekasan,positif
"1,98E+18",Wed Oct 15 07:29:56 +0000 2025,0,@hydrogenNaa Oalaaa maklum ga sekolah,"1,98E+18",,hydrogenNaa,in,,0,0,0,https://x.com/undefined/status/1978362693003137483,"1,55E+18",,Kabupaten_Pamekasan,negatif
"1,98E+18",Wed Oct 15 07:29:56 +0000 2025,0,@ramazaynworld @ts_tonis @somexthread mau kau bawa bawa fangirling....kenapa???? takut anak kau ketemu guru model gini? didik sendiri aja! aku sebagai giru cukup kasih nilai...mau apa kau? marah? terus? masalaah?,"1,98E+18",,ramazaynworld,in,,0,0,0,https://x.com/undefined/status/1978362689811325315,"1,92E+18",,Kabupaten_Pamekasan,negatif
"1,98E+18",Wed Oct 15 07:29:50 +0000 2025,0,@abu_waras @officialinews_ @AimanWitjaksono Kasihan bro roy suryo lawannya monyet dikasih mic mending gausah datang om bikin downgrade kualitas lo,"1,98E+18",,abu_waras,in,,0,0,0,https://x.com/undefined/status/1978362667703120195,"1,69E+18",,Kabupaten_Pamekasan,negatif
"1,98E+18",Wed Oct 15 07:29:11 +0000 2025,0,Happy universitas dd dan bian longlast ya,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978362503399604546,"9,59E+17",,Kabupaten_Pamekasan,positif
"1,98E+18",Wed Oct 15 07:28:59 +0000 2025,0,Inget guys setiap feedback dari dunia internasional adalah kesempatan untuk meningkatkan kualitas. Mari sambut hangat dan jadikan bahan evaluasi. Disegani Dihormati Dunia https://t.co/USXK4CisVd,"1,98E+18",https://pbs.twimg.com/media/G3SOKQhboAEp_MS.jpg,,in,,0,0,0,https://x.com/undefined/status/1978362453747470695,"1,54E+18",,Kabupaten_Pamekasan,positif
"1,98E+18",Wed Oct 15 07:28:57 +0000 2025,0,@Ramraajya A religious Guru with Zero haters ️,"1,98E+18",,Ramraajya,en,,0,0,0,https://x.com/undefined/status/1978362445979652302,"3,09E+08",,Kabupaten_Pamekasan,positif
"1,98E+18",Wed Oct 15 07:28:57 +0000 2025,0,anjj ini temen gw di kampus lain pada pake cheatsheet [[IRI BERAT]],"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978362444117356998,"1,67E+18",,Kabupaten_Pamekasan,negatif
"1,98E+18",Wed Oct 15 07:28:54 +0000 2025,1,https://t.co/mXCpGzN2Yt,"1,98E+18",https://pbs.twimg.com/media/G3SOJNDbgAAFeMp.jpg,,zxx,,0,0,0,https://x.com/undefined/status/1978362431693795634,"1,91E+18",,Kabupaten_Pamekasan,netral
"1,98E+18",Wed Oct 15 07:28:54 +0000 2025,0,@thedrtenma omgggg :((( i think it's normal for anak anak kampus especially maba... apalagi ditambah pre-menstrual hormones... take some rest kalo memungkinkan &amp; don't push yourself that hard... coba journaling buat numpahin semuanya karena ada sisi terapisnya siapa tau membantu &lt;3,"1,98E+18",,thedrtenma,in,,0,0,0,https://x.com/undefined/status/1978362431421174204,"1,61E+18",,Kabupaten_Pamekasan,positif
"1,98E+18",Wed Oct 15 07:28:54 +0000 2025,0,@kumparan Artinya ; Apakah Seorang Gubernur melegalkan Siswa merokok di lingkungan sekolah. Siapa yang benar siapa yang salah? Siapa yang di bela siapa yang tidak??,"1,98E+18",,kumparan,in,,0,0,0,https://x.com/undefined/status/1978362429512761528,"9,21E+17",,Kabupaten_Pamekasan,netral
"1,98E+18",Wed Oct 15 07:28:51 +0000 2025,0,@kumparan Yg kita gak habis pikir gurunya perempuan seberapa sih tamparan perempuan itu murud gak laki banget udah salah ditindak lapor ke orang tua kita punya anak lakik mau dia dihukum dimarahi guru gak ada tuh lapor2 di rumah,"1,98E+18",,kumparan,in,,0,0,0,https://x.com/undefined/status/1978362419526172716,"2,21E+08",,Kabupaten_Pamekasan,negatif
"1,98E+18",Wed Oct 15 07:28:48 +0000 2025,0,@zico_guru @Teeniiola Dirty dey ur ear abi u deaf ? Said make una free both of em. Abi u no hear his points? Ode.,"1,98E+18",,zico_guru,en,,0,0,0,https://x.com/undefined/status/1978362407824027675,"1,79E+08",,Kabupaten_Pamekasan,negatif
"1,98E+18",Wed Oct 15 07:28:44 +0000 2025,0,@ferrykoto Anda ini menulis panjang2 tanpa ada solusi bagaimana mengatasi anak yg merokok.....apalagi kalau anak itu BANGOR Itu persoalan jadi ada karena ada anak merokok .... Kalau enggak ada anak merokok di sekolah enggak ada kasus ini Itu dulu diselesaikan....,"1,98E+18",,ferrykoto,in,,0,0,0,https://x.com/undefined/status/1978362388396032084,"3,66E+09",,Kabupaten_Pamekasan,negatif
"1,98E+18",Wed Oct 15 07:28:42 +0000 2025,0,Yuk Ikut Berpartisipasi! Kami mengajak Anda untuk turut serta dalam meningkatkan kualitas layanan di Kantor Imigrasi Kelas I Khusus TPI Semarang Cukup dengan scan barcode di atas untuk mengisi: * SPKP (Survei Persepsi Kualitas Pelayanan) * SPAK (Survei Persepsi Anti Korupsi) https://t.co/YEtsm3hCcX,"1,98E+18",https://pbs.twimg.com/media/G3SOGbQb0AAkCFU.jpg,,in,,0,0,0,https://x.com/undefined/status/1978362380120646086,"1,12E+09",,Kabupaten_Pamekasan,positif
"1,98E+18",Wed Oct 15 07:28:41 +0000 2025,0,@vicko_twitt Klo gubernur nya punya otak seharusnya tuh anak dikeluarin &amp; nama tuh anak di Blacklist agar tidak ada sekolah yg menerimanya,"1,98E+18",,vicko_twitt,in,,0,0,0,https://x.com/undefined/status/1978362375662113270,"1,64E+08",,Kabupaten_Pamekasan,negatif
"1,98E+18",Wed Oct 15 07:28:39 +0000 2025,0,yg ngerokok di lingkungan sekolah tolol guru yang negor pake tangan salah murid lain yg belain perokok smpe mogok tolol kuadrat bin goblok,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978362366594072994,"1,59E+18",,Kabupaten_Pamekasan,negatif
"1,98E+18",Wed Oct 15 07:28:36 +0000 2025,0,Dah gini aja JD guru2 atau kepsek gosa larang2 siswa langgar aturan egp aja bodo amat ma anak org sebeeel bngts ortu gini,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978362355034583077,"3,14E+09",,Kabupaten_Pamekasan,negatif
"1,98E+18",Wed Oct 15 07:28:36 +0000 2025,0,@bengkeldodo ANAK MENTAL TEMPE. ORANG TUA MANJAIN. NGEROKOK TAU SALAH MALAH NUNTUT GURU. ANAK MADESU MURID TOLOL.,"1,98E+18",,bengkeldodo,in,,0,0,0,https://x.com/undefined/status/1978362354745110528,"1,94E+18",,Kabupaten_Pamekasan,negatif
"1,98E+18",Wed Oct 15 07:28:35 +0000 2025,0,@halalsexual Lo coba belajar respect sama kebahagiaan orang lain. Hanya karena lo ga pernah bahagia dan ga pernah dibela ketika lo fat and ugly (jujuuurrr sekarang masih).. bukan berarti orang lain lo rusak juga kebahagiaannya.,"1,98E+18",,halalsexual,in,,0,0,0,https://x.com/undefined/status/1978362353222549560,"1,32E+18",,Kabupaten_Pamekasan,negatif
"1,98E+18",Wed Oct 15 07:28:34 +0000 2025,0,@chocheetahlee betulll beb dan jugaaa semua org bisa ad aj rezeki buat makan tpi gk smua org ad rezeki buat pendidikan... dari pendidikan gratis bisa menciptakan rezeki tpi dri mbg cuman bisa ngasih perut yg lapar dan gk smua org bisa makan MBG kya yg gk skolah nyatany mrka gk bkl mrsakan,"1,98E+18",,chocheetahlee,in,,0,0,0,https://x.com/undefined/status/1978362349238227191,"1,5E+18",,Kabupaten_Pamekasan,positif
"1,98E+18",Wed Oct 15 07:28:31 +0000 2025,0,@indifferentkidd Kak maaf aku mau bgt ikutan belajar boleh dm kah?,"1,98E+18",,indifferentkidd,in,,0,0,0,https://x.com/undefined/status/1978362335078109259,"1,43E+18",,Kabupaten_Pamekasan,positif
"1,98E+18",Wed Oct 15 07:28:30 +0000 2025,1,Mail Guru is an online email marketing platform with different packaged accounts based on the number of emails in your database. Some of the many features Mail Guru offers our users are:- Unsubscribe and Subscribe options attached flyers and artwork. https://t.co/YO7CdIHReM,"1,98E+18",https://pbs.twimg.com/amplify_video_thumb/1978362310399066112/img/Zr28vgC4_kTMnRRB.jpg,,en,,0,0,0,https://x.com/undefined/status/1978362329830957424,"3,06E+09",,Kabupaten_Pamekasan,netral
"1,98E+18",Wed Oct 15 07:28:28 +0000 2025,0,@blooomedflower Haii kak kalau kamu butuh belajar bareng bisa pakai pahamify aja ya kak yukk mumpung lagi promo bisa pake kode diskon tambahan PFMFKG ya kak biar harganya lebih murah https://t.co/cs1PhwceT6,"1,98E+18",https://pbs.twimg.com/media/G3SOCkUbIAAhuUB.jpg,blooomedflower,in,,0,0,0,https://x.com/undefined/status/1978362321660448885,"1,65E+18",,Kabupaten_Pamekasan,positif
"1,98E+18",Wed Oct 15 07:31:12 +0000 2025,0,@tanyakanrl ganti mailnya dikampusku harus pakai mail kampus kalau mail prib gabisa masuk,"1,98E+18",,tanyakanrl,in,,0,0,0,https://x.com/undefined/status/1978363010470093056,"1,56E+18",,Kabupaten_Pasuruan,netral
"1,98E+18",Wed Oct 15 07:31:11 +0000 2025,0,@kumparan preseden buruk dunia pendidikan indonesia di mulai dari BANTEN. ketika anak melakukan kesalahan tp malah di bela,"1,98E+18",,kumparan,in,,0,0,0,https://x.com/undefined/status/1978363004073714147,"1,98E+18",,Kabupaten_Pasuruan,negatif
"1,98E+18",Wed Oct 15 07:31:09 +0000 2025,0,Pemkab Barru &amp; Universitas Almarisah Madani Kerja Sama Tekan Stunting - https://t.co/yDYvzE5hGA,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978362999699050982,"5,71E+08",,Kabupaten_Pasuruan,positif
"1,98E+18",Wed Oct 15 07:31:02 +0000 2025,0,@lemohanade Mon abis ini kayaknya bakal ada au moqeel x elleya. Cocok tuh qeelleya jadi adek kakak trus satu sekolah sama mo&amp;El,"1,98E+18",,lemohanade,in,,0,0,0,https://x.com/undefined/status/1978362968132698116,"1,45E+18",,Kabupaten_Pasuruan,netral
"1,98E+18",Wed Oct 15 07:30:59 +0000 2025,0,@PresidenKopi Betul...yg butuh sekolah itu guru apa murid???,"1,98E+18",,PresidenKopi,in,,0,0,0,https://x.com/undefined/status/1978362954685837741,"1,75E+18",,Kabupaten_Pasuruan,netral
"1,98E+18",Wed Oct 15 07:30:57 +0000 2025,1,Don t spend valuable time thinking about office work when you should be focused on more important things like your next Court hearing let Legal Guru take care of the daily function and organisation of your law practice. https://t.co/41MJyqHD8i,"1,98E+18",https://pbs.twimg.com/media/G3SOnHOaMAAi-S6.jpg,,en,,0,0,0,https://x.com/undefined/status/1978362947932983414,"3,06E+09",,Kabupaten_Pasuruan,netral
"1,98E+18",Wed Oct 15 07:30:55 +0000 2025,0,https://t.co/DVKt9iRkOh #brk #brks #เขมจิราต้องรอดseries,"1,98E+18",,,und,,0,0,0,https://x.com/undefined/status/1978362938571255819,"2,26E+08",,Kabupaten_Pasuruan,netral
"1,98E+18",Wed Oct 15 07:30:54 +0000 2025,0,@SalimoAnne @CRT_GURU_,"1,98E+18",,SalimoAnne,qam,,0,0,0,https://x.com/undefined/status/1978362935186423886,"1,04E+18",,Kabupaten_Pasuruan,netral
"1,98E+18",Wed Oct 15 07:30:52 +0000 2025,0,@fulto27 iya coba sekolahkan ke sekolah swasta yg punya nama dah di del tuh bocah,"1,98E+18",,fulto27,in,,0,0,0,https://x.com/undefined/status/1978362924499378564,"3,8E+09",,Kabupaten_Pasuruan,negatif
"1,98E+18",Wed Oct 15 07:30:50 +0000 2025,0,Selain itu jajaran Kepala Bidang PKLK Dinas Pendidikan Kota Bandung juga ikut berpartisipasi aktif. Kemenkum Jabar | Asep Sutandar.,"1,98E+18",,kemenkumjabar,in,,0,1,0,https://x.com/undefined/status/1978362918698709443,"1,18E+09",,Kabupaten_Pasuruan,netral
"1,98E+18",Wed Oct 15 07:30:50 +0000 2025,0,..ketahuan merokok di lingkungan sekolah. Ia menegaskan pemerintah provinsi tengah memproses penonaktifan terhadap kepala sekolah tersebut.,"1,98E+18",,EBCmedia_,in,,0,0,0,https://x.com/undefined/status/1978362917641744665,"1,63E+18",,Kabupaten_Pasuruan,negatif
"1,98E+18",Wed Oct 15 07:30:49 +0000 2025,0,Khidmah santri kepada Guru... Niku mboten sami kaleh jenengan2 memberikan hadiah kepada orang yg kamu sukai... Pimpinan - pacar... Analogi2 itu tidak aple to aple... Analogi yg salah kaprah Perumpamaan yg dicontohkan itu Tidak dapat merepresentasikan hubungan santri dan kiai,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978362912138813787,"5,19E+08",,Kabupaten_Pasuruan,netral
"1,98E+18",Wed Oct 15 07:30:45 +0000 2025,0,emang awal mula ajaran jongkok depan kyai ngasih duit sama minum bekas kyai siapa sih? senormalnya manusia belajar agama aja lah gak perlu segitunya. toh lu pada kalo mati gak akan di tanya udah berapa kali kamu minum air bekas kyai?,"1,98E+18",,,in,,0,0,0,https://x.com/undefined/status/1978362898733748620,"1,68E+18",,Kabupaten_Pasuruan,negatif
